,Autosomal_dominant,Clinvar,Drug_bank,GWAS_nearest,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_all_SNPs_10kb,Genes_withSNPs_r01_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_r05_10kb,Haploinsufficient,MGI_essential,MissenseZ_Samocha,OMIM_diseasegenes,Olfactory,TF,Universe,eQTL_deficient,highPLI_Exac,highPhi,highShet_Cassa,high_EDS
0,0.36066863177555614,0.09708021451723928,0.4539907536678895,0.07589657226649331,0.22266337239122744,0.1973815425409342,0.2326102355665506,0.19116033580900255,0.22524249054860557,0.18859323316425342,0.21699281362102993,0.19905952323912662,0.9523435710783859,0.1477880086875932,0.22282107158865835,0.16577133482770817,0.0,0.22944280329679076,0.0,0.9781735397069722,0.14694293186311094,0.4239765168694306,0.14947124341068652,0.11152730612006755
1,0.3711529066467402,0.09544980530865205,0.35578171869359876,0.076236673423527,0.19063762932309838,0.20566521882624175,0.1911491812104847,0.19824546506105598,0.20293868562699255,0.19903528763102035,0.19342712232087245,0.20964014502488915,0.9559711836230025,0.14308367486722556,0.17671119816968595,0.15093734706965534,0.0,0.19640082220260635,0.0,0.4692350569930827,0.14185399259633497,0.2865967835551554,0.13512291585618463,0.11061803971753653
2,0.2462485243473022,0.09075364429906672,0.29163152621314536,0.07582234060877785,0.22708116906993686,0.22920684146064346,0.23706969671038866,0.23763409930262278,0.22605365246781045,0.22928830050673574,0.2250353927720095,0.21878834866697786,0.0,0.14308367486722556,0.1683371390084104,0.16477488905795848,0.0,0.2144114042720434,0.0,0.4692350569930827,0.12696852619931165,0.3057811346290676,0.12530561938597534,0.10786958335502606
3,0.26066931319720676,0.09675532021702936,0.43317106457771115,0.07278082858856436,0.21975802853926374,0.2019364141202951,0.22200311004141052,0.18159282370320348,0.22245612256578448,0.19586774138262297,0.21777822648035144,0.2127639661186388,0.7820584283218045,0.13097547689839087,0.18831848384035918,0.14302466611308498,9.973176385539086,0.20020305434243849,0.0,0.4692350569930827,0.13031538426272665,0.3057811346290676,0.14011365157965086,0.1083525839049763
4,0.24718060194016472,0.09672605463027932,0.41075600028292075,0.07519446450179883,0.18174081939194128,0.19078498096719487,0.18683635638423868,0.17862689258813466,0.18091846274310897,0.1793385535147806,0.18010351471273459,0.18600816914136334,0.7850546870203609,0.13406564038207686,0.15995440181031967,0.15517448899577008,0.0,0.17160077367479434,0.0,0.47103281221221655,0.12133023890311671,0.324910905304493,0.14294586400912648,0.10617123506569194
5,0.30963393802071587,0.09046682283615903,0.4076698458842989,0.07328257159857456,0.20725061966798095,0.20120453704060692,0.20881362750667704,0.18093308066252303,0.21030881473475205,0.170452984354498,0.21322928614516945,0.17267132491226772,1.0975466629190886,0.12345811187577603,0.20158823837888903,0.15760462457253083,0.0,0.18362102606428757,0.0,0.0,0.12298064389315341,0.30463241230914645,0.14743554777860282,0.10441543540514454
6,0.17616478573650413,0.09573690410948678,0.3571339489152436,0.0757726448905624,0.21673488503197944,0.210053628447179,0.2187738522543214,0.1857841443747015,0.21184436372137908,0.18996683150213334,0.22225648068759338,0.19703171366543581,0.5561922614536421,0.1286864678125747,0.19266503861080156,0.14559405852190663,0.0,0.20093392438808919,0.0,0.8095036175412189,0.12624224441483226,0.3577685731390133,0.13559258389440118,0.10337737314762961
7,0.36066863177555614,0.09647175805207496,0.3544396876979623,0.07432599639957832,0.19447135942263183,0.1934463908503415,0.19044652051699928,0.16977658362293255,0.1844142777856916,0.18859323316425342,0.18822730012958916,0.18078335955040245,0.7790849533416513,0.13314003462973423,0.211131968207525,0.16260774025872507,0.0,0.16558739500050723,0.0,0.331172791671494,0.1276688131824828,0.2855179179372627,0.13842905484023194,0.09084409582425497
8,0.2316745895213116,0.08665950974841656,0.32665833550839113,0.07260485063495864,0.18662456988960904,0.17308649465899167,0.1816304656070452,0.17862689258813466,0.18091846274310897,0.1793385535147806,0.18010351471273459,0.18211293637777692,0.5561922614536421,0.13406564038207686,0.19266503861080156,0.1414327719529043,0.0,0.20464238071689045,0.0,0.5757759219563267,0.13591705370111584,0.30693854966196277,0.13427557804157073,0.10563504476780775
9,0.26264597911307563,0.10028657997845325,0.35849649504916825,0.07527278134173558,0.18241787983248722,0.17373131412617832,0.1875323998277906,0.17553168671047883,0.17653417624619328,0.16418330483232763,0.18077447550967204,0.16583443621135202,0.0,0.144056585282915,0.20378750014435745,0.15572528059289611,0.0,0.1978435696945185,0.0,0.5779859696356846,0.123027738623712,0.32614280922832467,0.1214734422452971,0.10703663028644428
